Квест Leisure Suit Larry – Wet Dreams Dry Twice выйдет на консолях весной 2021 года,https://3dnews.ru/1024792/kvest-leisure-suit-larry-wet-dreams-dry-twice-viydet-na-konsolyah-vesnoy-2021-goda
Eurogamer протестировала обратную совместимость на PlayStation 5,https://3dnews.ru/1024791/eurogamer-protestirovala-obratnuyu-sovmestimost-na-playstation-5
Xbox работала над обратной совместимостью игр на Xbox Series X и S с 2016 года,https://3dnews.ru/1024788/xbox-rabotala-nad-obratnoy-sovmestimostyu-igr-na-xbox-series-x-i-s-s-2016-goda
Материнская компания Rockstar Games рассматривает покупку разработчика DiRT и GRID,https://3dnews.ru/1024786/materinskaya-kompaniya-rockstar-games-rassmatrivaet-pokupku-razrabotchika-dirt-i-grid
"Хорошо, но мало: журналисты вынесли вердикт Marvel's Spider-Man: Miles Morales",https://3dnews.ru/1024783/horosho-no-malo-gurnalisti-vinesli-verdikt-marvels-spiderman-miles-morales
Cyberpunk 2077 оказалась страшнее: ужастик The Medium перенесён на следующий год,https://3dnews.ru/1024784/cyberpunk-2077-okazalas-strashnee-ugastik-the-medium-perenesyon-na-sleduyushchiy-god
P.T. не запускается на PlayStation 5 по «решению издателя»,https://3dnews.ru/1024781/pt-ne-zapuskaetsya-na-playstation-5-po-resheniyu-izdatelya
Star Wars Jedi: Fallen Order станет частью подписки EA Play на консолях Xbox 10 ноября,https://3dnews.ru/1024777/star-wars-jedi-fallen-order-stanet-chastyu-podpiski-ea-play-na-konsolyah-xbox-10-noyabrya
В России поступили в продажу накопители Silicon Power UD70 PCIe 3.0 x4 со сдвоенной системой охлаждения,https://3dnews.ru/1024819/v-rossii-postupili-v-prodagu-nakopiteli-silicon-power-ud70-pcie-30-x4-so-sdvoennoy-sistemoy-ohlagdeniya
Новые корпуса Akasa помогут создать бесшумный NUC-компьютер Ghost Canyon,https://3dnews.ru/1024840/novie-korpusa-akasa-pomogut-sozdat-besshumniy-nuckompyuter-ghost-canyon
До 1000 км на одном заряде: японские разработчики делают ставку на твердотельные аккумуляторы,https://3dnews.ru/1024842/do-1000-km-na-odnom-zaryade-yaponskie-razrabotchiki-delayut-stavku-na-tverdotelnie-akkumulyatori
